-1	0.968626
-1	0.968626
-1	0.968626
-0.999999	0.968625
-0.999999	0.968625
-0.999999	0.968624
-0.999998	0.968623
-0.999997	0.968622
-0.999996	0.968621
-0.999996	0.968619
-0.999995	0.968618
-0.999993	0.968616
-0.999992	0.968615
-0.999991	0.968613
-0.99999	0.968611
-0.999988	0.968608
-0.999987	0.968606
-0.999985	0.968603
-0.999983	0.968601
-0.999981	0.968598
-0.999979	0.968595
-0.999977	0.968592
-0.999975	0.968589
-0.999973	0.968585
-0.99997	0.968582
-0.999968	0.968578
-0.999965	0.968574
-0.999963	0.96857
-0.99996	0.968566
-0.999957	0.968562
-0.999954	0.968557
-0.999951	0.968553
-0.999948	0.968548
-0.999945	0.968543
-0.999941	0.968538
-0.999938	0.968533
-0.999934	0.968527
-0.999931	0.968522
-0.999927	0.968516
-0.999923	0.96851
-0.999919	0.968504
-0.999915	0.968498
-0.999911	0.968492
-0.999907	0.968486
-0.999902	0.968479
-0.999898	0.968473
-0.999893	0.968466
-0.999889	0.968459
-0.999884	0.968452
-0.999879	0.968444
-0.999874	0.968437
-0.999869	0.968429
-0.999864	0.968422
-0.999859	0.968414
-0.999853	0.968406
-0.999848	0.968398
-0.999843	0.968389
-0.999837	0.968381
-0.999831	0.968372
-0.999825	0.968364
-0.999819	0.968355
-0.999813	0.968346
-0.999807	0.968336
-0.999801	0.968327
-0.999795	0.968318
-0.999788	0.968308
-0.999782	0.968298
-0.999775	0.968288
-0.999769	0.968278
-0.999762	0.968268
-0.999755	0.968257
-0.999748	0.968247
-0.999741	0.968236
-0.999733	0.968225
-0.999726	0.968214
-0.999719	0.968203
-0.999711	0.968192
-0.999704	0.968181
-0.999696	0.968169
-0.999688	0.968157
-0.99968	0.968145
-0.999672	0.968133
-0.999664	0.968121
-0.999656	0.968109
-0.999648	0.968097
-0.999639	0.968084
-0.999631	0.968071
-0.999622	0.968058
-0.999614	0.968045
-0.999605	0.968032
-0.999596	0.968019
-0.999587	0.968005
-0.999578	0.967991
-0.999569	0.967978
-0.999559	0.967964
-0.99955	0.96795
-0.999541	0.967935
-0.999531	0.967921
-0.999521	0.967906
-0.999512	0.967892
-0.999502	0.967877
-0.999492	0.967862
-0.999482	0.967847
-0.999472	0.967832
-0.999461	0.967816
-0.999451	0.967801
-0.99944	0.967785
-0.99943	0.967769
-0.999419	0.967753
-0.999408	0.967737
-0.999398	0.96772
-0.999387	0.967704
-0.999376	0.967687
-0.999364	0.967671
-0.999353	0.967654
-0.999342	0.967637
-0.99933	0.967619
-0.999319	0.967602
-0.999307	0.967585
-0.999296	0.967567
-0.999284	0.967549
-0.999272	0.967531
-0.99926	0.967513
-0.999248	0.967495
-0.999235	0.967476
-0.999223	0.967458
-0.999211	0.967439
-0.999198	0.96742
-0.999185	0.967401
-0.999173	0.967382
-0.99916	0.967363
-0.999147	0.967344
-0.999134	0.967324
-0.999121	0.967304
-0.999108	0.967284
-0.999094	0.967264
-0.999081	0.967244
-0.999067	0.967224
-0.999054	0.967203
-0.99904	0.967183
-0.999026	0.967162
-0.999012	0.967141
-0.998998	0.96712
-0.998984	0.967099
-0.99897	0.967077
-0.998956	0.967056
-0.998941	0.967034
-0.998927	0.967012
-0.998912	0.96699
-0.998897	0.966968
-0.998883	0.966946
-0.998868	0.966924
-0.998853	0.966901
-0.998838	0.966878
-0.998823	0.966856
-0.998807	0.966833
-0.998792	0.96681
-0.998776	0.966786
-0.998761	0.966763
-0.998745	0.966739
-0.998729	0.966715
-0.998713	0.966692
-0.998697	0.966668
-0.998681	0.966643
-0.998665	0.966619
-0.998649	0.966595
-0.998633	0.96657
-0.998616	0.966545
-0.9986	0.96652
-0.998583	0.966495
-0.998566	0.96647
-0.998549	0.966445
-0.998532	0.966419
-0.998515	0.966393
-0.998498	0.966368
-0.998481	0.966342
-0.998463	0.966316
-0.998446	0.966289
-0.998428	0.966263
-0.998411	0.966236
-0.998393	0.96621
-0.998375	0.966183
-0.998357	0.966156
-0.998339	0.966129
-0.998321	0.966101
-0.998303	0.966074
-0.998284	0.966046
-0.998266	0.966019
-0.998247	0.965991
-0.998229	0.965963
-0.99821	0.965935
-0.998191	0.965906
-0.998172	0.965878
-0.998153	0.965849
-0.998134	0.96582
-0.998115	0.965791
-0.998096	0.965762
-0.998076	0.965733
-0.998057	0.965704
-0.998037	0.965674
-0.998017	0.965645
-0.997997	0.965615
-0.997978	0.965585
